Date,Actual,Predicted
2023-10-11,1429.3424072265625,1429.2846643066407
2023-10-12,1401.495361328125,1401.2511337890628
2023-10-13,1370.1553955078125,1372.3466704101563
2023-10-16,1372.691162109375,1373.0660119628906
2023-10-17,1380.5860595703125,1381.1836889648437
2023-10-18,1378.719970703125,1378.3992573242185
2023-10-19,1371.7342529296875,1372.538321533203
2023-10-20,1365.75341796875,1366.3797094726563
2023-10-23,1348.2890625,1348.7270991210937
2023-10-24,1348.2890625,1348.6623368530272
2023-10-25,1381.510919189453,1380.9095031738282
2023-10-26,1378.4425231933594,1377.7565581054687
2023-10-27,1338.3050537109375,1338.2329821777344
2023-10-30,1335.057861328125,1335.0615954589844
2023-10-31,1326.673095703125,1326.4432153320313
2023-11-01,1312.0362548828125,1312.4489077148435
2023-11-02,1328.4178466796875,1328.3827239990228
2023-11-03,1346.495849609375,1346.9725924682616
2023-11-06,1360.9388427734375,1361.3768029785156
2023-11-07,1361.278076171875,1361.6601879882812
2023-11-08,1349.40380859375,1349.6276096191405
2023-11-09,1332.9737548828125,1333.1495190429687
2023-11-10,1326.721435546875,1326.9227418823243
2023-11-13,1332.00439453125,1332.4833661499024
2023-11-14,1332.00439453125,1332.5252948608397
2023-11-15,1367.86962890625,1366.3539318847656
2023-11-16,1342.81806640625,1342.697607421875
2023-11-17,1344.208233642578,1343.5007690429688
2023-11-20,1392.248291015625,1391.473122253418
2023-11-21,1395.253173828125,1394.621233215332
2023-11-22,1412.9918212890625,1412.8752887573241
2023-11-23,1405.28564453125,1404.8762713623046
2023-11-24,1392.8782958984375,1392.7704519042973
2023-11-27,1392.8782958984375,1392.7577406616213
2023-11-28,1398.791259765625,1398.6529641113282
2023-11-29,1414.348876953125,1414.4235050659179
2023-11-30,1410.66552734375,1411.6026208496094
2023-12-01,1407.7091064453125,1407.3328322143552
2023-12-04,1419.5347900390625,1419.3043139648437
2023-12-05,1409.114501953125,1408.3047467041015
2023-12-06,1428.8887939453125,1429.1900451660156
2023-12-07,1421.1827392578125,1421.2415844726563
2023-12-08,1444.8828125,1444.5775139770508
2023-12-11,1442.9442138671875,1442.9042302856446
2023-12-12,1430.7305908203125,1430.9295599365234
2023-12-13,1404.4617919921875,1404.4939314575197
2023-12-14,1413.6776733398438,1414.119706665039
2023-12-15,1420.5405334472655,1419.5820751953124
2023-12-18,1426.717578125,1427.7745861816406
2023-12-19,1509.2947998046875,1510.396918945312
2023-12-20,1488.6480712890625,1489.393639770508
2023-12-21,1489.1326904296875,1489.5334584960938
2023-12-22,1514.093017578125,1512.446571594238
2023-12-25,1514.093017578125,1512.5503722534177
2023-12-26,1497.1297607421875,1496.5946765136719
2023-12-27,1518.4549560546875,1517.137947814941
2023-12-28,1515.0623779296875,1515.4241838378905
2023-12-29,1495.5302734375,1495.6720861816407
2024-01-01,1503.6727294921875,1504.288524414062
2024-01-02,1487.87255859375,1488.3649869995115
2024-01-03,1444.4949951171875,1444.6451989746095
2024-01-04,1465.8203125,1465.346466674805
2024-01-05,1485.885498046875,1485.1840412597646
2024-01-08,1476.2406005859375,1475.3015202026365
2024-01-09,1482.25048828125,1482.7148522338862
2024-01-10,1473.0418701171875,1472.6584702758796
2024-01-11,1449.14794921875,1449.10337841797
2024-01-12,1494.4204162597655,1495.7403381347656
2024-01-15,1498.6975891113282,1498.7887892456054
2024-01-16,1580.92822265625,1580.0294128417968
2024-01-17,1589.603759765625,1590.781328125
2024-01-18,1589.603759765625,1590.7936450195311
2024-01-19,1608.0694580078125,1608.0638983154297
2024-01-22,1608.0694580078125,1608.1822198486327
2024-01-23,1591.8331298828125,1591.7978131103516
2024-01-24,1623.1424560546875,1626.5851983642588
2024-01-25,1619.55615234375,1622.0157050781254
2024-01-26,1619.55615234375,1621.9136654052738
2024-01-29,1605.113037109375,1605.5184242553712
2024-01-30,1600.16943359375,1599.9250716552745
2024-01-31,1611.1229248046875,1612.0892077636718
2024-02-01,1605.6461181640625,1606.1797910156256
2024-02-02,1641.8990478515625,1645.0431432495118
2024-02-05,1635.016845703125,1636.7802743530274
2024-02-06,1676.21337890625,1673.6638784179688
2024-02-07,1641.753662109375,1645.346196105957
2024-02-08,1641.26904296875,1639.7729612426756
2024-02-09,1618.44140625,1620.6656200561529
2024-02-12,1628.280029296875,1630.115483337403
2024-02-13,1632.9327392578125,1634.8378149414064
2024-02-14,1614.9031982421875,1616.1521442871092
2024-02-15,1626.1474609375,1629.0967689819342
2024-02-16,1650.1868896484375,1648.561015563965
2024-02-19,1647.327392578125,1646.081243713379
2024-02-20,1632.49658203125,1633.776071472168
2024-02-21,1605.2584228515625,1605.448220153809
2024-02-22,1628.7161865234375,1629.6270260620122
2024-02-23,1625.56591796875,1627.6185040283208
2024-02-26,1607.77880859375,1607.36465612793
2024-02-27,1613.6915283203125,1614.8267821044924
2024-02-28,1618.87744140625,1619.908333862305
2024-02-29,1623.67578125,1626.2765338745126
2024-03-01,1604.2890625,1604.111782165527
2024-03-04,1587.6165771484375,1587.5729663085938
2024-03-05,1620.3072692871094,1620.7627647705083
2024-03-06,1616.6044311523438,1616.3858453979492
2024-03-07,1567.3575439453125,1568.2366644287104
2024-03-08,1567.3575439453125,1568.2364360961908
2024-03-11,1550.3944091796875,1550.2958056640625
2024-03-12,1562.753173828125,1562.2978730468749
2024-03-13,1562.2685546875,1561.8085839843743
2024-03-14,1601.768798828125,1601.3752270507816
2024-03-15,1584.7572021484375,1584.9698181152344
2024-03-18,1553.156982421875,1552.7568476562499
2024-03-19,1585.1981262207032,1585.0409252929687
