Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-01-01 00:00:00+05:30,308.8700474819811,309.653981612646,306.94939929234357,307.7411804199219,17240,0.0,0.0
2018-01-02 00:00:00+05:30,308.4898508251805,309.9538420720801,307.26103024790575,308.0684814453125,8440,0.0,0.0
2018-01-03 00:00:00+05:30,309.1444215293069,311.074854493338,307.49815511107096,307.9057922363281,9050,0.0,0.0
2018-01-04 00:00:00+05:30,309.1386091204104,309.6540468769097,307.6608853170477,308.4859924316406,8400,0.0,0.0
2018-01-05 00:00:00+05:30,308.0861744489118,308.67020166427415,306.99063298270295,307.3159484863281,11910,0.0,0.0
2018-01-08 00:00:00+05:30,308.0860922410015,312.7896967026962,307.692163453433,311.7059020996094,26230,0.0,0.0
2018-01-09 00:00:00+05:30,311.48440371628243,312.39769350888406,302.2947346919602,305.5833435058594,29180,0.0,0.0
2018-01-10 00:00:00+05:30,304.9504211537159,308.08615813216034,300.2468156860494,306.7260437011719,10950,0.0,0.0
2018-01-11 00:00:00+05:30,307.6804509123821,309.375689402264,306.9513739581181,307.9273681640625,7330,0.0,0.0
2018-01-12 00:00:00+05:30,308.4819786160199,309.6539562174449,303.97043423623865,305.2698059082031,17790,0.0,0.0
2018-01-15 00:00:00+05:30,305.7343316149075,307.286529911049,303.1865455181166,303.66473388671875,13730,0.0,0.0
2018-01-16 00:00:00+05:30,304.0919248716176,306.12819635808364,303.25507147801386,304.0782165527344,99390,0.0,0.0
2018-01-17 00:00:00+05:30,304.92296894181027,305.7029796576122,301.42270554412084,304.1135559082031,23760,0.0,0.0
2018-01-18 00:00:00+05:30,305.77349369777767,306.6123089472278,301.4344393998834,304.5858459472656,19250,0.0,0.0
2018-01-19 00:00:00+05:30,304.0684369172968,305.350176817466,301.191388263899,301.5088806152344,7810,0.0,0.0
2018-01-22 00:00:00+05:30,301.5089507854301,301.7755094925254,299.7411990868142,300.19390869140625,15000,0.0,0.0
2018-01-23 00:00:00+05:30,300.2859259171438,300.79550218464396,296.79939552540066,297.565673828125,21860,0.0,0.0
2018-01-24 00:00:00+05:30,298.67889816451793,298.71808530080557,295.7783323661154,296.93267822265625,31890,0.0,0.0
2018-01-25 00:00:00+05:30,295.93519026784514,298.2478059599783,292.0939170862097,294.48883056640625,25770,0.0,0.0
2018-01-29 00:00:00+05:30,294.9552439891538,296.5838787799071,292.78961618304635,295.33740234375,16280,0.0,0.0
2018-01-30 00:00:00+05:30,294.2046302883509,294.2046302883509,290.0164628398503,291.4961242675781,616290,0.0,0.0
2018-01-31 00:00:00+05:30,291.49219275685743,294.2046222018256,291.49219275685743,292.5955810546875,5940,0.0,0.0
2018-02-01 00:00:00+05:30,293.9752879430863,294.4887638224094,285.44608109442765,286.3672180175781,33580,0.0,0.0
2018-02-02 00:00:00+05:30,286.0516689273067,299.11201417214534,279.15894352283726,279.8958435058594,80320,0.0,0.0
2018-02-05 00:00:00+05:30,282.60631870184915,282.60631870184915,274.3789330613145,279.5823059082031,763140,0.0,0.0
2018-02-06 00:00:00+05:30,274.93748527933326,276.29566183296726,273.59304097177176,274.85516357421875,38750,0.0,0.0
2018-02-07 00:00:00+05:30,278.25743570268617,279.1315146230434,273.90658682232333,274.9198303222656,198430,0.0,0.0
2018-02-08 00:00:00+05:30,276.15842948519935,277.9242430293138,269.9771251299551,274.0320129394531,324440,0.0,0.0
2018-02-09 00:00:00+05:30,275.3568926909898,275.3568926909898,272.0251722812056,272.7718811035156,16980,0.0,0.0
2018-02-12 00:00:00+05:30,275.16083919851815,282.1378471455789,275.16083919851815,279.7272644042969,38380,0.0,0.0
2018-02-14 00:00:00+05:30,281.6891717046262,288.9856365822756,281.6891717046262,284.57208251953125,27320,0.0,0.0
2018-02-15 00:00:00+05:30,293.19134697373323,299.46281963627297,291.2119181993731,297.3207092285156,199150,0.0,0.0
2018-02-16 00:00:00+05:30,300.16834447326477,302.3986378137074,297.11100644760774,297.50689697265625,55460,0.0,0.0
2018-02-19 00:00:00+05:30,298.28892927610156,298.28892927610156,293.7401586687038,294.46136474609375,37570,0.0,0.0
2018-02-20 00:00:00+05:30,296.5192340868734,298.3105268852472,293.1914367145354,296.12530517578125,23130,0.0,0.0
2018-02-21 00:00:00+05:30,297.9832081420875,298.2085940313632,296.4016312655216,297.6382751464844,17950,0.0,0.0
2018-02-22 00:00:00+05:30,296.91507454546297,300.0272942375835,293.0365524837469,295.5608215332031,33080,0.0,0.0
2018-02-23 00:00:00+05:30,295.70001204874876,298.422202710061,295.70001204874876,297.2090759277344,19590,0.0,0.0
2018-02-26 00:00:00+05:30,297.8950192089834,299.8117442190209,296.43298946768414,298.5025634765625,23200,0.0,0.0
2018-02-27 00:00:00+05:30,298.7592574717006,305.3384139990205,297.9361122974838,304.2134704589844,43100,0.0,0.0
2018-02-28 00:00:00+05:30,303.6725575396747,308.264462193738,302.48098628471905,304.3369445800781,21500,0.0,0.0
2018-03-01 00:00:00+05:30,304.83281839543406,308.71720182921797,304.83281839543406,307.7157287597656,24560,0.0,0.0
2018-03-05 00:00:00+05:30,307.73335799333563,308.2546809305076,301.63238917736584,302.37713623046875,24790,0.0,0.0
2018-03-06 00:00:00+05:30,303.5392912783256,304.91313769427967,300.9131072742417,301.3266296386719,69380,0.0,0.0
2018-03-07 00:00:00+05:30,301.383494350126,305.4736698318352,300.0939073586829,302.0341491699219,18670,0.0,0.0
2018-03-08 00:00:00+05:30,304.12722694158305,304.95034813181434,302.04978255179856,302.2771301269531,11160,0.0,0.0
2018-03-09 00:00:00+05:30,303.2217640198309,303.2217640198309,299.62937113035906,299.8763122558594,32150,0.0,0.0
2018-03-12 00:00:00+05:30,301.8147082684602,301.8147082684602,297.30512425244297,298.69464111328125,33210,0.0,0.0
2018-03-13 00:00:00+05:30,300.8347247937064,304.8876748046829,300.67792839694386,301.9498596191406,36210,0.0,0.0
2018-03-14 00:00:00+05:30,301.81471575079775,302.0557717284307,298.9847243150929,300.0390930175781,211530,0.0,0.0
2018-03-15 00:00:00+05:30,301.37367849626037,303.22375156821016,301.2266908462053,302.49273681640625,61360,0.0,0.0
2018-03-16 00:00:00+05:30,302.9905229201259,304.41336519392405,300.60735661040394,301.550048828125,13830,0.0,0.0
2018-03-19 00:00:00+05:30,302.24976076123465,302.26153125826977,299.57264255144014,300.4192810058594,10300,0.0,0.0
2018-03-20 00:00:00+05:30,301.599028004665,308.8308243007675,301.599028004665,307.3432922363281,61150,0.0,0.0
2018-03-21 00:00:00+05:30,309.651965223146,311.9273307650442,304.95032301802274,307.7920837402344,34680,0.0,0.0
2018-03-22 00:00:00+05:30,307.30212649702855,310.43590073280035,307.23942230379276,307.5431823730469,26320,0.0,0.0
2018-03-23 00:00:00+05:30,307.45900048540716,307.45900048540716,304.4800361936614,305.6383056640625,25310,0.0,0.0
2018-03-26 00:00:00+05:30,307.4981833580198,309.8715412267882,302.5985947130545,306.2536926269531,334940,0.0,0.0
2018-03-27 00:00:00+05:30,307.94500180500023,320.19789573124376,307.14537370425364,316.86029052734375,180750,0.0,0.0
2018-03-28 00:00:00+05:30,320.19791212906125,322.7848852464091,318.47324743498166,321.4972839355469,61920,0.0,0.0
2018-04-02 00:00:00+05:30,321.4521983208339,326.17149735720335,320.1489268962188,325.6893615722656,31410,0.0,0.0
2018-04-03 00:00:00+05:30,324.744659962268,328.2331758367406,324.744659962268,327.71185302734375,17380,0.0,0.0
2018-04-04 00:00:00+05:30,326.93970781978663,329.0171523300572,326.61831589073677,327.6374206542969,52060,0.0,0.0
2018-04-05 00:00:00+05:30,329.1465054753082,329.275861309202,327.92160836131427,329.08380126953125,9950,0.0,0.0
2018-04-06 00:00:00+05:30,327.48843255755753,329.54625933305385,326.13614160604936,327.5080261230469,14020,0.0,0.0
2018-04-09 00:00:00+05:30,327.6805460077588,329.2660461023478,327.2925024374627,328.80352783203125,20070,0.0,0.0
2018-04-10 00:00:00+05:30,329.2836665931202,335.22391444428104,328.6643519920827,333.30718994140625,20230,0.0,0.0
2018-04-11 00:00:00+05:30,333.575774037158,333.575774037158,328.97406016731327,332.1372375488281,16620,0.0,0.0
2018-04-12 00:00:00+05:30,332.19211384112543,340.9329752966742,326.33612447026724,338.1637268066406,283700,0.0,0.0
2018-04-13 00:00:00+05:30,338.16962498553517,342.5674844871573,337.78942837131007,340.7095642089844,23540,0.0,0.0
2018-04-16 00:00:00+05:30,340.61738729720406,344.0569075547218,339.7962278528204,342.7633972167969,19630,0.0,0.0
2018-04-17 00:00:00+05:30,343.16719877533654,354.1422776624975,343.16719877533654,353.39556884765625,86890,0.0,0.0
2018-04-18 00:00:00+05:30,353.86784127960226,357.4719811072133,351.6591031667164,352.26470947265625,26050,0.0,0.0
2018-04-19 00:00:00+05:30,351.20442697334977,360.6096741141984,351.20442697334977,358.7870178222656,24690,0.0,0.0
2018-04-20 00:00:00+05:30,358.6890759526311,362.42649556833913,357.59549637962834,359.2535095214844,17100,0.0,0.0
2018-04-23 00:00:00+05:30,357.86590047380565,359.27697222051455,348.3979253256158,349.80902099609375,144680,0.0,0.0
2018-04-24 00:00:00+05:30,350.57528268441064,353.4621157153863,345.2993984277061,345.84423828125,54470,0.0,0.0
2018-04-25 00:00:00+05:30,347.5395531368025,348.8330396056434,339.7589929086439,342.3695068359375,19220,0.0,0.0
2018-04-26 00:00:00+05:30,344.9231950756326,360.21579696106784,344.9231950756326,355.1829528808594,39170,0.0,0.0
2018-04-27 00:00:00+05:30,354.7302251147724,357.70720375262835,347.5396001564923,355.0242004394531,30000,0.0,0.0
2018-04-30 00:00:00+05:30,356.2981437918149,370.3109695790067,356.2981437918149,368.6980285644531,35810,0.0,0.0
2018-05-02 00:00:00+05:30,368.44902552187904,371.97672895772683,361.08004979619545,361.5504150390625,26110,0.0,0.0
2018-05-03 00:00:00+05:30,362.6480140031043,363.9532713185981,353.75035486333763,357.47796630859375,25700,0.0,0.0
2018-05-04 00:00:00+05:30,357.0781106098537,358.36377420289904,356.3000616449668,356.81353759765625,10770,0.0,0.0
2018-05-07 00:00:00+05:30,357.47588806480974,361.9795853481563,348.8506517774665,356.2353210449219,21340,0.0,0.0
2018-05-08 00:00:00+05:30,359.6121653690398,359.6121653690398,356.13149577226204,357.35443115234375,62210,0.0,0.0
2018-05-09 00:00:00+05:30,356.8115425497632,358.7478608325955,353.2544366046092,356.37646484375,131370,0.0,0.0
2018-05-10 00:00:00+05:30,358.64990270589675,360.90567531933135,350.21476291233193,352.2392883300781,40320,0.0,0.0
2018-05-11 00:00:00+05:30,362.56951652560963,376.66269832337684,359.04377487070275,372.62738037109375,140980,0.0,0.0
2018-05-14 00:00:00+05:30,372.6272910016143,376.1765727947879,372.3254927175926,375.2475891113281,21140,0.0,0.0
2018-05-15 00:00:00+05:30,375.3868153715496,378.714611503945,371.2672382125707,374.2285461425781,24620,0.0,0.0
2018-05-16 00:00:00+05:30,389.53031736677633,396.9102571134282,388.6088520334203,395.5783386230469,25650,43.0,0.0
2018-05-17 00:00:00+05:30,396.4978027054492,404.91209354961245,391.89661318118624,397.9405517578125,39890,0.0,0.0
