Date,Actual,Predicted
2023-10-11,578.5958862304688,578.6856795043946
2023-10-12,576.5305786132812,576.2803425598145
2023-10-13,583.3708435058594,583.4582301635742
2023-10-16,581.9816436767578,581.8036003112793
2023-10-17,566.8922729492188,567.2296938171389
2023-10-18,563.2041015625,563.3810180664061
2023-10-19,561.8271484375,561.9128473358151
2023-10-20,576.6780975341796,576.3399696655273
2023-10-23,574.6594543457031,574.5835725097655
2023-10-24,572.6309753417969,572.6280853881832
2023-10-25,547.1729125976562,547.9049012756348
2023-10-26,538.1246948242188,538.8718069458008
2023-10-27,551.7462158203125,551.2641754150391
2023-10-30,555.7294311523438,556.2941381835938
2023-10-31,556.0244750976562,556.2975354003906
2023-11-01,556.8604736328125,556.8542779541016
2023-11-02,562.4664916992188,562.6637563781738
2023-11-03,568.6134033203125,569.1344975280763
2023-11-06,564.9252319335938,565.0831368408203
2023-11-07,571.2196044921875,571.0452192077637
2023-11-08,570.6295776367188,570.8624255981446
2023-11-09,569.2034301757812,569.2980572509767
2023-11-10,569.8427734375,569.6587728576662
2023-11-13,571.7605590820312,571.626104888916
2023-11-14,571.7605590820312,571.6438486328124
2023-11-15,575.0061645507812,575.15064453125
2023-11-16,574.76025390625,574.5880235595703
2023-11-17,553.8607788085938,553.7065038299561
2023-11-20,554.4017333984375,554.3458531951904
2023-11-21,552.1396484375,551.8519365692139
2023-11-22,549.8775634765625,550.1753758239746
2023-11-23,550.7135620117188,550.4943132019043
2023-11-24,551.0578002929688,551.0572203826904
2023-11-27,551.0578002929688,550.9694719696045
2023-11-28,555.2376708984375,554.7947826385498
2023-11-29,559.12255859375,559.0823947753905
2023-11-30,555.38525390625,554.9646227264404
2023-12-01,562.417236328125,562.5064723510742
2023-12-04,562.7147857666016,562.787806854248
2023-12-05,564.0720245361329,564.0358039855956
2023-12-06,565.4440093994141,565.5337450256347
2023-12-07,567.0717102050781,567.1763735656739
2023-12-08,603.8720092773438,601.7732653808594
2023-12-11,604.2161865234375,603.9506750488281
2023-12-12,602.2492065429688,604.1404913330078
2023-12-13,609.62548828125,605.0374493408203
2023-12-14,613.2644653320312,605.6275531005859
2023-12-15,579.7687530517578,579.9031146240235
2023-12-18,638.1470947265625,605.4014788818359
2023-12-19,644.7857666015625,605.9540765380859
2023-12-20,625.6566772460938,606.2686352539063
2023-12-21,633.27880859375,605.9637475585937
2023-12-22,626.1484375,606.0110504150391
2023-12-25,626.1484375,606.2579107666015
2023-12-26,627.4269409179688,606.39068359375
2023-12-27,637.6553955078125,606.3433813476563
2023-12-28,640.3599853515625,606.2785638427735
2023-12-29,631.3609619140625,606.3080694580078
2024-01-01,631.3609619140625,606.2687292480468
2024-01-02,628.5087890625,606.2687292480468
2024-01-03,632.7870483398438,606.3385577392578
2024-01-04,632.0986328125,606.2833874511718
2024-01-05,631.2625732421875,606.3080694580078
2024-01-08,616.7067260742188,606.2687292480468
2024-01-09,615.083984375,606.4133050537109
2024-01-10,611.4450073242188,606.2362738037109
2024-01-11,610.0680541992188,606.1467742919922
2024-01-12,623.2962036132812,606.0140014648438
2024-01-15,629.5906982421875,606.1261212158203
2024-01-16,626.2958984375,606.1162860107422
2024-01-17,615.8215942382812,606.2736468505859
2024-01-18,615.8215942382812,606.2136529541016
2024-01-19,617.3460083007812,605.93138671875
2024-01-22,617.3460083007812,605.9077825927734
2024-01-23,622.9642883300781,603.4790228271485
2024-01-24,608.10107421875,603.4568756103515
2024-01-25,602.7901611328125,604.2372607421875
2024-01-26,602.7901611328125,604.2362774658203
2024-01-29,612.625244140625,605.2576849365234
2024-01-30,616.26416015625,605.4199633789062
2024-01-31,630.0824584960938,605.3225958251953
2024-02-01,637.1636352539062,605.1003234863281
2024-02-02,639.671630859375,605.1406475830078
2024-02-05,632.491943359375,605.2262127685547
2024-02-06,640.163330078125,605.23703125
2024-02-07,621.8578521728516,605.2006414794922
2024-02-08,625.7476165771484,605.1406475830078
2024-02-09,630.1979766845703,605.1406475830078
2024-02-12,696.22314453125,605.3667602539062
2024-02-13,701.3373413085938,606.4409130859375
2024-02-14,643.0450073242188,606.2529931640624
2024-02-15,649.7057922363281,606.1625103759766
2024-02-16,742.30029296875,606.1506146240234
2024-02-19,746.5785522460938,606.4250128173828
2024-02-20,747.5620727539062,606.3955072021485
2024-02-21,758.8231811523438,606.2106085205078
2024-02-22,753.3156127929688,606.3128930664062
2024-02-23,746.8736572265625,606.1506146240234
2024-02-26,746.480224609375,606.4250128173828
2024-02-27,737.3336181640625,606.262734375
2024-02-28,730.1048583984375,606.3433813476563
2024-02-29,736.940185546875,606.2833874511718
2024-03-01,756.6102905273438,606.145791015625
2024-03-04,759.413330078125,606.4201892089844
2024-03-05,770.969482421875,606.6769543457032
2024-03-06,771.1170043945312,606.6051580810547
2024-03-07,775.1494140625,606.1614331054687
2024-03-08,775.1494140625,606.1566094970703
2024-03-11,760.7410278320312,606.4201892089844
2024-03-12,746.8736572265625,606.39068359375
2024-03-13,734.0880737304688,606.3385577392578
2024-03-14,728.53125,606.2785638427735
2024-03-15,719.9255981445312,606.1566094970703
2024-03-18,718.6470336914062,606.4201892089844
2024-03-19,711.17236328125,606.3837994384766
2024-03-20,724.1546630859375,606.2067681884765
2024-03-21,731.5309448242188,606.1467742919922
2024-03-22,734.0880737304688,606.1762799072266
2024-03-25,734.0880737304688,606.2883996582032
2024-03-26,727.8427734375,606.1261212158203
2024-03-27,721.9417724609375,606.2067681884765
2024-03-28,740.1857299804688,606.0149847412109
2024-03-29,740.1857299804688,606.0307208251953
