Date,Actual,Predicted
2023-10-11,2938.1083984375,2937.9124943847664
2023-10-12,2924.462890625,2924.7266424560535
2023-10-13,2936.639404296875,2936.8950991210945
2023-10-16,2877.0151245117186,2877.683322265625
2023-10-17,2879.763232421875,2883.2126328124996
2023-10-18,2986.910888671875,2986.3532470703126
2023-10-19,2896.9602294921874,2896.9358969726572
2023-10-20,3039.9306640625,3030.65609375
2023-10-23,2984.63671875,2984.11583984375
2023-10-24,2984.63671875,2984.301412353516
2023-10-25,2974.3076171875,2973.8658883056637
2023-10-26,2948.5322265625,2947.8906495361325
2023-10-27,2948.958740234375,2950.2532470703127
2023-10-30,2947.01611328125,2947.3924641113285
2023-10-31,2928.489990234375,2927.314131347656
2023-11-01,2930.2431640625,2930.298830200195
2023-11-02,2889.87451171875,2891.9039282226563
2023-11-03,2928.91650390625,2927.532598876953
2023-11-06,3000.698974609375,2999.3030029296874
2023-11-07,2967.437255859375,2970.7176513671875
2023-11-08,2967.7216796875,2970.4449876708986
2023-11-09,3007.427001953125,3004.7901635742187
2023-11-10,2938.1083984375,2937.9070640869154
2023-11-13,2955.449951171875,2953.306953491212
2023-11-14,2955.449951171875,2952.466677856446
2023-11-15,3010.649169921875,3006.981875
2023-11-16,2970.8417236328123,2975.4807493896487
2023-11-17,2976.8662353515624,2980.3603270263675
2023-11-20,2986.36142578125,2990.2413037109377
2023-11-21,2997.216455078125,3005.531778564453
2023-11-22,3010.22021484375,3020.0826245117187
2023-11-23,3031.885266113281,3035.790078125
2023-11-24,3052.4937133789062,3044.224382324219
2023-11-27,3361.127685546875,3045.9007592773437
2023-11-28,3432.53125,3045.8253784179688
2023-11-29,3129.3673461914063,3047.485302734375
2023-11-30,3165.8248046875,3047.3272265625
2023-12-01,3561.6923828125,3048.2505615234377
2023-12-04,3596.802001953125,3048.625791015625
2023-12-05,3606.23095703125,3051.429052734375
2023-12-06,3564.772216796875,3050.9692431640624
2023-12-07,3574.62744140625,3050.9692431640624
2023-12-08,3520.80224609375,3048.598234863281
2023-12-11,3510.757568359375,3049.153942871094
2023-12-12,3550.131591796875,3048.5813427734374
2023-12-13,3661.90380859375,3050.01583984375
2023-12-14,3677.681396484375,3050.4345825195314
2023-12-15,3691.89599609375,3049.203254394531
2023-12-18,3684.315185546875,3049.4643603515624
2023-12-19,3624.567138671875,3050.401970214844
2023-12-20,3612.627197265625,3050.9692431640624
2023-12-21,3648.968505859375,3049.203254394531
2023-12-22,3729.943115234375,3049.203254394531
2023-12-25,3729.943115234375,3049.2085815429687
2023-12-26,3628.367260742188,3050.05134765625
2023-12-27,3643.157287597656,3049.209357910156
2023-12-28,3659.97998046875,3050.2303369140627
2023-12-29,3921.458251953125,3050.4188623046875
2024-01-01,3900.0888671875,3050.5863623046876
2024-01-02,3874.645263671875,3049.4951708984377
2024-01-03,3779.50390625,3049.9658862304686
2024-01-04,3739.656494140625,3049.3715307617185
2024-01-05,3780.451171875,3049.9719897460936
2024-01-08,3800.161865234375,3049.370754394531
2024-01-09,3895.6826171875,3050.0956298828123
2024-01-10,3926.196044921875,3049.5120629882813
2024-01-11,3805.2318115234375,3050.2334326171876
2024-01-12,3828.363330078125,3049.3715307617185
2024-01-15,4141.44873046875,3050.5863623046876
2024-01-16,4154.05224609375,3050.5641430664064
2024-01-17,4139.31689453125,3049.6276318359373
2024-01-18,4139.31689453125,3049.3654272460935
2024-01-19,4168.6455078125,3049.5120629882813
2024-01-22,4168.6455078125,3049.517390136719
2024-01-23,4207.640625,3051.5942456054686
2024-01-24,4210.90966796875,3050.58103515625
2024-01-25,4212.42578125,3051.6111376953127
2024-01-26,4212.42578125,3051.6111376953127
2024-01-29,4355.2802734375,3050.5863623046876
2024-01-30,4347.17822265625,3050.5641430664064
2024-01-31,4379.82373046875,3050.58103515625
2024-02-01,4346.65673828125,3050.58103515625
2024-02-02,4468.900390625,3050.58103515625
2024-02-05,4495.3388671875,3050.5863623046876
2024-02-06,4534.90234375,3050.5641430664064
2024-02-07,4542.76806640625,3050.58103515625
2024-02-08,4558.0244140625,3050.58103515625
2024-02-09,4651.41259765625,3050.58103515625
2024-02-12,4443.45654296875,3050.117849121094
2024-02-13,4495.10205078125,3050.0956298828123
2024-02-14,4561.10400390625,3049.6276318359373
2024-02-15,4566.173828125,3049.6276318359373
2024-02-16,4638.61962890625,3049.5120629882813
2024-02-19,4599.29296875,3049.517390136719
2024-02-20,4417.01806640625,3050.4317993164063
2024-02-21,4388.8857421875,3049.985927734375
2024-02-22,4353.15185546875,3049.3715307617185
2024-02-23,4375.763671875,3049.3715307617185
2024-02-26,4354.74951171875,3049.3606298828126
2024-02-27,4289.04345703125,3049.3667333984376
2024-02-28,4239.31640625,3049.3836254882813
2024-02-29,4286.62255859375,3049.3836254882813
2024-03-01,4362.06103515625,3046.6487158203126
2024-03-04,4463.79150390625,3046.65404296875
2024-03-05,4443.16455078125,3046.6318237304686
2024-03-06,4485.43505859375,3046.6487158203126
2024-03-07,4505.09423828125,3046.6487158203126
2024-03-08,4505.09423828125,3046.6487158203126
2024-03-11,4523.10595703125,3046.647939453125
2024-03-12,4510.177734375,3046.6257202148436
2024-03-13,4372.03564453125,3046.6487158203126
2024-03-14,4526.640625,3046.6426123046876
2024-03-15,4438.5166015625,3046.6487158203126
2024-03-18,4411.1103515625,3046.647939453125
2024-03-19,4395.8583984375,3046.6257202148436
2024-03-20,4367.0478515625,3046.6487158203126
2024-03-21,4376.5390625,3046.6487158203126
2024-03-22,4537.24462890625,3046.6487158203126
