Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Close_standardized,Close_log,Day_of_Week,Month,Quarter,Year,Close_Lagged_1,Close_Lagged_2,Close_Lagged_3,Close_Lagged_4,Close_Lagged_5,SMA_30,SMA_60,RSI,MACD,Signal_Line
2018-03-23,327.165355809818,330.0133458315848,323.4386521165407,339.96874542236327,107450.0,0.0,0.0,-1.493730340079737,5.831790817429988,4,3,1,2018,330.72735595703125,336.09375,338.5259094238281,332.3749389648437,335.4974975585937,340.96564417521154,359.45497980753584,47.50666427246196,-4.542302500855953,-5.215103991456127
2018-03-26,326.38082345012793,330.93131573827657,322.17554356377315,330.0604553222656,157915.0,0.0,0.0,-1.527156073583194,5.802301003177735,0,3,1,2018,339.96874542236327,330.72735595703125,336.09375,338.5259094238281,332.3749389648437,340.4603829447428,358.6493589782715,40.42526462149203,-4.830068126317258,-5.1380968184283535
2018-03-27,333.1280788124314,333.1280788124314,327.9813069040584,329.8564147949219,97865.0,0.0,0.0,-1.5278444067084858,5.801684489101668,1,3,1,2018,330.0604553222656,339.96874542236327,330.72735595703125,336.09375,338.5259094238281,339.9483203633626,357.85027501424156,43.355105699269096,-5.016758750995962,-5.113829204941876
2018-03-28,331.5589896433418,331.5589896433418,325.5962581985448,326.7652587890625,92610.0,0.0,0.0,-1.5382724579489764,5.792297677743361,2,3,1,2018,329.8564147949219,330.0604553222656,339.96874542236327,330.72735595703125,336.09375,339.4218758646647,357.1866606140137,41.366301566005404,-5.352443238023568,-5.161552011558215
2018-03-29,331.5589896433418,331.5589896433418,325.5962581985448,326.7652587890625,92610.0,0.0,0.0,-1.5382724579489764,5.792297677743361,3,3,1,2018,326.7652587890625,329.8564147949219,330.0604553222656,339.96874542236327,330.72735595703125,338.8360655212402,356.33135004679366,43.14457593917372,-5.554447400361255,-5.240131089318824
2018-03-30,331.5589896433418,331.5589896433418,325.5962581985448,326.7652587890625,92610.0,0.0,0.0,-1.5382724579489764,5.792297677743361,4,3,1,2018,326.7652587890625,326.7652587890625,329.8564147949219,330.0604553222656,339.96874542236327,338.1545378112793,355.3247480773926,40.30557646113369,-5.649414223841006,-5.321987716223261
2018-04-02,324.8116659626497,336.1094582509808,324.8116659626497,334.5952453613281,86050.0,0.0,0.0,-1.511857905906579,5.815905806916194,0,4,2,2018,326.7652587890625,326.7652587890625,326.7652587890625,329.8564147949219,330.0604553222656,338.0525429789225,354.4526996358236,42.97356605188366,-5.034823327938284,-5.264554838566266
2018-04-03,335.011035599253,337.804099929078,331.58247215716244,334.0381774902344,303115.0,0.0,0.0,-1.5137371809393456,5.8142444879892325,1,4,2,2018,334.5952453613281,326.7652587890625,326.7652587890625,326.7652587890625,329.8564147949219,337.8781075541178,353.59071894327803,42.56498467044987,-4.540367802883111,-5.119717431429635
2018-04-04,334.0381659356723,334.0381659356723,326.38076343932624,328.1146545410156,191905.0,0.0,0.0,-1.5337202554660236,5.796406184101066,2,4,2,2018,334.0381774902344,334.5952453613281,326.7652587890625,326.7652587890625,326.7652587890625,337.4714384460449,352.7231153869629,38.129228220073976,-4.573763535009675,-5.010526652145643
2018-04-05,331.0882137296618,335.1522765783754,329.3621518533362,331.0019226074219,61470.0,0.0,0.0,-1.523980022593776,5.805140759885932,3,4,2,2018,328.1146545410156,334.0381774902344,334.5952453613281,326.7652587890625,326.7652587890625,337.4094582621256,351.8854566955567,46.03668299280683,-4.317482242517883,-4.871917770220091
