Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Close_standardized,Close_log,Day_of_Week,Month,Quarter,Year,Close_Lagged_1,Close_Lagged_2,Close_Lagged_3,Close_Lagged_4,Close_Lagged_5,SMA_30,SMA_60,RSI,MACD,Signal_Line
2018-03-23,471.1598009412161,475.10178682849806,466.4669742386144,470.9720764160156,244814.0,0.0,0.0,-0.817563513852166,6.156919823699965,4,3,1,2018,476.7443237304688,473.6939392089844,477.5889892578125,467.3116760253906,472.3800048828125,504.6353809611002,523.6608450317383,32.47596571040644,-14.052967090115146,-13.900611064147032
2018-03-26,470.9721457350374,475.758835404758,465.9508433383968,472.5677185058594,426524.0,0.0,0.0,-0.8138558205635714,6.160294919308024,0,3,1,2018,470.9720764160156,476.7443237304688,473.6939392089844,477.5889892578125,467.3116760253906,501.9495258585612,522.5642909749349,33.68434707132219,-13.682669464755122,-13.85702274426865
2018-03-27,473.975502704996,480.5454601682336,472.6615169408968,474.2101440429688,367812.0,0.0,0.0,-0.8100394195174238,6.163757114712363,1,3,1,2018,472.5677185058594,470.9720764160156,476.7443237304688,473.6939392089844,477.5889892578125,499.3184182739258,521.5279577636719,38.63768423442796,-13.10560268449268,-13.706738732313458
2018-03-28,470.40899811394223,473.6939770710431,462.71275024306567,464.9653015136719,215021.0,0.0,0.0,-0.831521079357159,6.144111171082252,2,3,1,2018,474.2101440429688,472.5677185058594,470.9720764160156,476.7443237304688,473.6939392089844,496.84529510498044,520.3727407836915,38.57146626226698,-13.24161355489207,-13.613713696829182
2018-03-29,470.40899811394223,473.6939770710431,462.71275024306567,464.9653015136719,215021.0,0.0,0.0,-0.831521079357159,6.144111171082252,3,3,1,2018,464.9653015136719,474.2101440429688,472.5677185058594,470.9720764160156,476.7443237304688,494.28457631429035,519.0337204996745,42.77573465778063,-13.197273199166375,-13.53042559729662
2018-03-30,470.40899811394223,473.6939770710431,462.71275024306567,464.9653015136719,215021.0,0.0,0.0,-0.831521079357159,6.144111171082252,4,3,1,2018,464.9653015136719,464.9653015136719,474.2101440429688,472.5677185058594,470.9720764160156,491.78799326578775,517.7298971557617,38.3618200421253,-13.012137328450649,-13.426767943527427
2018-04-02,469.18882438685705,478.199057699138,465.9038455802879,476.6034851074219,157658.0,0.0,0.0,-0.8044781632316489,6.168780859177861,0,4,2,2018,464.9653015136719,464.9653015136719,464.9653015136719,474.2101440429688,472.5677185058594,490.0657245890299,516.4135575358073,39.960091232394014,-11.790399281767861,-13.099494211175514
2018-04-03,474.3509368025905,481.34323169026726,474.163240912442,478.9029846191406,154190.0,0.0,0.0,-0.799134960666993,6.1735839680970805,1,4,2,2018,476.6034851074219,464.9653015136719,464.9653015136719,464.9653015136719,474.2101440429688,488.5280425008138,515.2153219604493,42.93267186392631,-10.515397725377682,-12.582674914015948
2018-04-04,481.0147570423871,483.3142536794915,470.2212551770457,471.1598205566406,204025.0,0.0,0.0,-0.8171272645863695,6.157317531146778,2,4,2,2018,478.9029846191406,476.6034851074219,464.9653015136719,464.9653015136719,464.9653015136719,486.3880360921224,513.9068039957682,40.675882393875305,-10.014319591022115,-12.069003849417182
2018-04-05,473.9755135192634,481.4840365057072,473.9755135192634,476.6034851074219,162612.0,0.0,0.0,-0.8044781632316489,6.168780859177861,3,4,2,2018,471.1598205566406,478.9029846191406,476.6034851074219,464.9653015136719,464.9653015136719,485.31337585449216,512.6459972127279,53.120610074252454,-9.07336126414532,-11.469875332362811
2018-04-06,474.9140272695155,483.5488392224205,474.9140272695155,480.9208679199219,216601.0,0.0,0.0,-0.7944461320010318,6.177779926132506,4,4,2,2018,476.6034851074219,471.1598205566406,478.9029846191406,476.6034851074219,464.9653015136719,483.50506795247395,511.5220658365886,60.16828497264716,-7.88833646728574,-10.753567559347397
2018-04-09,481.0147220056856,486.082997600523,476.368812257998,479.4660949707031,175709.0,0.0,0.0,-0.7978264965167206,6.17475666394509,0,4,2,2018,480.9208679199219,476.6034851074219,471.1598205566406,478.9029846191406,476.6034851074219,482.08783671061195,510.4966818237305,51.615485591189085,-6.986052927606636,-10.000064632999244
2018-04-10,479.6068640881636,484.2527737394598,475.43023708274615,476.7911682128906,425377.0,0.0,0.0,-0.8040420557894109,6.169173750444796,1,4,2,2018,479.4660949707031,480.9208679199219,476.6034851074219,471.1598205566406,478.9029846191406,480.9334014892578,509.4001247151693,52.722736418511055,-6.412906956371728,-9.282633097673742
